set,attribute,score
5878,Programmer,3
5878,Communicator,2.7
5878,Technologist,1.8
5878,Visualiser,1.4
5879,Modeller,5.2
5879,Data Wrangler,4.3
5879,Visualiser,3.7
5879,Programmer,2.7
5879,Technologist,2.6
5879,Communicator,2.3
5880,Communicator,5.6
5880,Modeller,4.8
5880,Technologist,3.8
5880,Programmer,3.1
5880,Visualiser,2.9
5880,Data Wrangler,2.3
5881,Communicator,5
5881,Technologist,3.9
5881,Data Wrangler,3.4
5881,Programmer,3.1
5881,Modeller,2.7
5881,Visualiser,1.4
5882,Technologist,4
5882,Programmer,3.2
5882,Visualiser,3.1
5882,Communicator,2.7
5882,Modeller,2.2
5882,Data Wrangler,1.8
5883,Data Wrangler,4.3
5883,Modeller,3.2
5883,Technologist,3
5883,Communicator,2.7
5883,Visualiser,2.6
5883,Programmer,2.3
5884,Data Wrangler,4.9
5884,Communicator,4.2
5884,Programmer,3.7
5884,Technologist,3.4
5884,Modeller,2.7
5884,Visualiser,2
5885,Communicator,6
5885,Technologist,4.4
5885,Data Wrangler,3.7
5885,Visualiser,3.2
5885,Programmer,3
5885,Modeller,2
5886,Data Wrangler,4.8
5886,Modeller,4.6
5886,Programmer,3.8
5886,Technologist,3.3
5886,Visualiser,2.9
5886,Communicator,1.7
5887,Modeller,4.4
5887,Communicator,4
5887,Programmer,3.4
5887,Technologist,3
5887,Data Wrangler,2.2
5887,Visualiser,1.6
5888,Communicator,4.8
5888,Visualiser,3.8
5888,Programmer,3.5
5888,Modeller,3.2
5888,Technologist,3
5888,Data Wrangler,1.7
5889,Modeller,5.8
5889,Communicator,5.1
5889,Technologist,4.4
5889,Programmer,3.7
5889,Data Wrangler,2.6
5889,Visualiser,2.2
5890,Data Wrangler,3.7
5890,Programmer,3.4
5890,Visualiser,3.2
5890,Communicator,2.4
5890,Technologist,2.1
5890,Modeller,1.8
5891,Technologist,4.8
5891,Visualiser,4.3
5891,Modeller,3.6
5891,Programmer,3.3
5891,Data Wrangler,2.4
5891,Communicator,2.1
5892,Visualiser,5.3
5892,Programmer,4.8
5892,Communicator,4
5892,Technologist,3.5
5892,Modeller,3
5892,Data Wrangler,1.8
5893,Visualiser,5.4
5893,Programmer,4.2
5893,Technologist,3.8
5893,Data Wrangler,3.2
5893,Modeller,3
5893,Communicator,2.1
5894,Modeller,4
5894,Programmer,3.8
5894,Data Wrangler,3.5
5894,Communicator,3.2
5894,Visualiser,2.8
5894,Technologist,2.4
5895,Programmer,5.4
5895,Visualiser,4.7
5895,Data Wrangler,4.1
5895,Communicator,2.5
5895,Modeller,2.4
5895,Technologist,2.3
5896,Programmer,5.5
5896,Visualiser,3.7
5896,Communicator,3.4
5896,Data Wrangler,2.5
5896,Modeller,2.4
5896,Technologist,1.9
5897,Visualiser,4.5
5897,Modeller,4
5897,Technologist,3.6
5897,Communicator,2.7
5897,Programmer,2.3
5897,Data Wrangler,2
5898,Technologist,5
5898,Programmer,4.5
5898,Visualiser,3.7
5898,Communicator,2.7
5898,Data Wrangler,2.5
5898,Modeller,2.3
5899,Visualiser,6.7
5899,Communicator,5.7
5899,Programmer,4.4
5899,Modeller,4.1
5899,Data Wrangler,2.9
5899,Technologist,2.7
5900,Visualiser,4.2
5900,Data Wrangler,3.3
5900,Communicator,2.9
5900,Modeller,2.7
5900,Programmer,1.9
5900,Technologist,1.8
5901,Communicator,4.6
5901,Visualiser,4.2
5901,Technologist,3.7
5901,Data Wrangler,3.1
5901,Modeller,2.9
5901,Programmer,2.5
5902,Communicator,4.8
5902,Modeller,4.2
5902,Technologist,3.2
5902,Data Wrangler,3
5902,Programmer,2.6
5902,Visualiser,2.3
5903,Modeller,5
5903,Programmer,4.3
5903,Communicator,3.6
5903,Technologist,3.1
5903,Visualiser,2.6
5903,Data Wrangler,1.7
5904,Data Wrangler,5.3
5904,Modeller,4.4
5904,Technologist,4.1
5904,Programmer,3.6
5904,Visualiser,3.4
5904,Communicator,2.4
5905,Data Wrangler,4.9
5905,Communicator,4.6
5905,Programmer,3.6
5905,Visualiser,3.4
5905,Technologist,3
5905,Modeller,2.1
5906,Programmer,5.3
5906,Technologist,4.5
5906,Visualiser,4.2
5906,Modeller,3.7
5906,Communicator,3.2
5906,Data Wrangler,2.8
5907,Visualiser,5.4
5907,Communicator,4.8
5907,Programmer,4
5907,Technologist,3.7
5907,Data Wrangler,2.5
5907,Modeller,2.1
5908,Visualiser,6.4
5908,Modeller,5.7
5908,Technologist,5.2
5908,Programmer,4.7
5908,Communicator,3.7
5908,Data Wrangler,2.5
5909,Communicator,4.6
5909,Visualiser,4.4
5909,Programmer,3.5
5909,Modeller,3.2
5909,Data Wrangler,2.3
5909,Technologist,1
5910,Programmer,5.7
5910,Visualiser,4.8
5910,Modeller,4.3
5910,Data Wrangler,3.4
5910,Technologist,2.3
5910,Communicator,1.2
5911,Communicator,5.8
5911,Modeller,5.3
5911,Programmer,3.7
5911,Technologist,2.9
5911,Visualiser,2.7
5911,Data Wrangler,2.4
5912,Communicator,5.6
5912,Modeller,4.8
5912,Data Wrangler,4.3
5912,Programmer,2.9
5912,Visualiser,2.7
5912,Technologist,1.9
5913,Visualiser,4.9
5913,Data Wrangler,4.6
5913,Modeller,3.6
5913,Communicator,2.4
5913,Programmer,2.2
5913,Technologist,1.9
5914,Technologist,5.9
5914,Modeller,4.2
5914,Communicator,3.2
5914,Data Wrangler,2.6
5914,Visualiser,2.3
5914,Programmer,1
5915,Data Wrangler,4.7
5915,Modeller,4.2
5915,Programmer,4
5915,Visualiser,3.7
5915,Technologist,2.6
5915,Communicator,2
5916,Communicator,5
5916,Modeller,4.6
5916,Technologist,4
5916,Programmer,3.5
5916,Visualiser,2.5
5916,Data Wrangler,2.3
5917,Modeller,5.2
5917,Programmer,3.7
5917,Technologist,3.2
5917,Communicator,2.9
5917,Visualiser,2.6
5917,Data Wrangler,1.8
5918,Modeller,4.8
5918,Visualiser,4.3
5918,Technologist,4
5918,Data Wrangler,3.7
5918,Communicator,3.4
5918,Programmer,2.5
5919,Communicator,5.8
5919,Modeller,4.6
5919,Programmer,4
5919,Technologist,3.3
5919,Visualiser,3.1
5919,Data Wrangler,2.4
5920,Communicator,4.8
5920,Programmer,4.3
5920,Modeller,4
5920,Technologist,3.1
5920,Visualiser,2.6
5920,Data Wrangler,1.7
5921,Technologist,5
5921,Communicator,3.8
5921,Programmer,3.5
5921,Visualiser,3.2
5921,Modeller,2.9
5921,Data Wrangler,2
5922,Modeller,5.6
5922,Technologist,4
5922,Communicator,3.4
5922,Visualiser,3
5922,Data Wrangler,1.8
5922,Programmer,1.7
5923,Programmer,4.6
5923,Communicator,4
5923,Technologist,3.6
5923,Data Wrangler,3.1
5923,Visualiser,2.7
5923,Modeller,2.3
5924,Programmer,5.6
5924,Communicator,4.9
5924,Data Wrangler,3.6
5924,Visualiser,2.6
5924,Modeller,1.9
5924,Technologist,1.7
5925,Visualiser,5.2
5925,Data Wrangler,4.4
5925,Programmer,4
5925,Communicator,2.7
5925,Modeller,2.2
5925,Technologist,1
5926,Communicator,6.2
5926,Data Wrangler,5.4
5926,Modeller,5
5926,Programmer,4.3
5926,Technologist,3.9
5926,Visualiser,2.8
5927,Visualiser,4.7
5927,Modeller,3.6
5927,Programmer,3.3
5927,Data Wrangler,2.1
5927,Communicator,1.9
5927,Technologist,1.7
5928,Visualiser,5.2
5928,Communicator,4.6
5928,Technologist,4
5928,Data Wrangler,3.6
5928,Programmer,3.2
5928,Modeller,2.4
5929,Modeller,5.2
5929,Communicator,4.8
5929,Visualiser,4.5
5929,Programmer,3.7
5929,Data Wrangler,2.6
5929,Technologist,1.9
5930,Modeller,3.8
5930,Visualiser,3.6
5930,Communicator,2.9
5930,Programmer,2.5
5930,Data Wrangler,2.2
5930,Technologist,1.7
5931,Modeller,5.4
5931,Visualiser,4.8
5931,Programmer,3.9
5931,Communicator,3.4
5931,Technologist,2.8
5931,Data Wrangler,2.4
5932,Programmer,4.8
5932,Technologist,4.1
5932,Modeller,3.6
5932,Data Wrangler,3.3
5932,Visualiser,3
5932,Communicator,1.4
5933,Technologist,4.2
5933,Communicator,3.8
5933,Modeller,3.4
5933,Programmer,2.9
5933,Visualiser,2.6
5933,Data Wrangler,2.3
5934,Communicator,6
5934,Data Wrangler,4.8
5934,Visualiser,4.2
5934,Modeller,3.9
5934,Programmer,3.7
5934,Technologist,2.4
5935,Technologist,4.6
5935,Modeller,3.6
5935,Programmer,3.3
5935,Visualiser,2.9
5935,Data Wrangler,2.6
5935,Communicator,2.3
5936,Technologist,6.1
5936,Programmer,4.4
5936,Data Wrangler,3.6
5936,Communicator,3.1
5936,Modeller,2.7
5936,Visualiser,2.5
5937,Technologist,5.4
5937,Programmer,4.6
5937,Visualiser,3.5
5937,Data Wrangler,3.2
5937,Communicator,2.4
5937,Modeller,2.3
5938,Visualiser,4.8
5938,Data Wrangler,4.4
5938,Technologist,4.1
5938,Modeller,2.7
5938,Programmer,2.5
5938,Communicator,2.1
5939,Communicator,5.6
5939,Data Wrangler,4.8
5939,Programmer,3.8
5939,Technologist,3
5939,Modeller,2.7
5939,Visualiser,2.5
5940,Data Wrangler,5.9
5940,Technologist,5.2
5940,Programmer,4.2
5940,Visualiser,3.6
5940,Communicator,2.1
5940,Modeller,2
5941,Programmer,4.9
5941,Communicator,4.6
5941,Data Wrangler,4.2
5941,Modeller,3.9
5941,Visualiser,2.6
5941,Technologist,1.6
5942,Programmer,5
5942,Communicator,4
5942,Technologist,3.7
5942,Modeller,2.9
5942,Data Wrangler,2.6
5942,Visualiser,1.9
5943,Communicator,5.6
5943,Visualiser,4.7
5943,Modeller,3.8
5943,Technologist,2.4
5943,Data Wrangler,2.2
5943,Programmer,2
5944,Communicator,4.6
5944,Modeller,4.2
5944,Visualiser,4
5944,Technologist,3.3
5944,Data Wrangler,2.8
5944,Programmer,1.3
5945,Communicator,5.4
5945,Visualiser,4.8
5945,Data Wrangler,3.7
5945,Technologist,3.3
5945,Modeller,2.7
5945,Programmer,1.7
5946,Visualiser,5.2
5946,Technologist,3.6
5946,Programmer,3.3
5946,Communicator,3.1
5946,Modeller,2.7
5946,Data Wrangler,1.2
5947,Communicator,5.6
5947,Data Wrangler,4.8
5947,Visualiser,3.9
5947,Programmer,3.5
5947,Technologist,2.6
5947,Modeller,2
5948,Data Wrangler,6.1
5948,Visualiser,5.4
5948,Modeller,4.9
5948,Programmer,3.7
5948,Technologist,2.9
5948,Communicator,2.4
5949,Technologist,4.8
5949,Communicator,4.4
5949,Modeller,4
5949,Visualiser,3.7
5949,Programmer,3.2
5949,Data Wrangler,2.1
5950,Modeller,6
5950,Technologist,4.9
5950,Communicator,4.1
5950,Visualiser,3.9
5950,Programmer,2.8
5950,Data Wrangler,2.1
5951,Modeller,4.8
5951,Technologist,4
5951,Communicator,3.6
5951,Data Wrangler,3.1
5951,Visualiser,1.8
5951,Programmer,1.6
5952,Modeller,5.6
5952,Programmer,4.7
5952,Communicator,4
5952,Visualiser,2.7
5952,Data Wrangler,1.5
5952,Technologist,1.1
5953,Modeller,6.2
5953,Communicator,5.1
5953,Technologist,4.1
5953,Programmer,2.5
5953,Data Wrangler,2.1
5953,Visualiser,1
5954,Visualiser,5.8
5954,Communicator,5.3
5954,Data Wrangler,4.2
5954,Programmer,2.6
5954,Modeller,2.2
5954,Technologist,1.4
5955,Data Wrangler,5.1
5955,Technologist,4.8
5955,Visualiser,3.9
5955,Programmer,2.6
5955,Modeller,2.2
5955,Communicator,1.7
5956,Communicator,5.2
5956,Modeller,4.9
5956,Technologist,4.3
5956,Visualiser,4.1
5956,Programmer,2.9
5956,Data Wrangler,1.7
5957,Technologist,5.5
5957,Modeller,4.6
5957,Communicator,3.6
5957,Programmer,3.4
5957,Data Wrangler,2.6
5957,Visualiser,2.4
5958,Modeller,5.2
5958,Communicator,4
5958,Data Wrangler,3.6
5958,Programmer,2.8
5958,Technologist,2.5
5958,Visualiser,2.3
5959,Communicator,4.6
5959,Visualiser,4.2
5959,Modeller,3.8
5959,Data Wrangler,3.5
5959,Programmer,3.1
5959,Technologist,2.8
5960,Programmer,5.8
5960,Visualiser,4.4
5960,Technologist,3.8
5960,Data Wrangler,3.3
5960,Communicator,1.6
5960,Modeller,1.2
5961,Modeller,5.4
5961,Data Wrangler,4
5961,Visualiser,3.8
5961,Communicator,3.2
5961,Programmer,3
5961,Technologist,1.7
5962,Programmer,4.6
5962,Communicator,4
5962,Visualiser,3.6
5962,Data Wrangler,3.1
5962,Technologist,2.7
5962,Modeller,1.8
5963,Visualiser,5.7
5963,Technologist,4.5
5963,Data Wrangler,3.1
5963,Programmer,3
5963,Communicator,2.2
5963,Modeller,1.7
5964,Data Wrangler,5.4
5964,Programmer,5.1
5964,Technologist,4.6
5964,Modeller,3.6
5964,Visualiser,3.3
5964,Communicator,2.8
5965,Technologist,5.2
5965,Programmer,4.5
5965,Communicator,3.4
5965,Modeller,3.2
5965,Data Wrangler,2.8
5965,Visualiser,2.2
5966,Data Wrangler,5.4
5966,Technologist,4.5
5966,Modeller,4
5966,Communicator,2.5
5966,Visualiser,1.6
5966,Programmer,1.3
5967,Visualiser,4.4
5967,Technologist,4
5967,Communicator,3.2
5967,Programmer,3.1
5967,Modeller,2.6
5967,Data Wrangler,2
5968,Communicator,5.6
5968,Modeller,4.2
5968,Programmer,3.9
5968,Technologist,3.3
5968,Data Wrangler,2.7
5968,Visualiser,2.4
5969,Technologist,5.7
5969,Programmer,4.8
5969,Visualiser,4.1
5969,Modeller,3.7
5969,Data Wrangler,3.4
5969,Communicator,2.7
5970,Data Wrangler,4.8
5970,Technologist,4.6
5970,Modeller,4.1
5970,Programmer,3.2
5970,Visualiser,2.4
5970,Communicator,1.8
5971,Technologist,5.9
5971,Communicator,4.8
5971,Programmer,4.3
5971,Visualiser,3.2
5971,Data Wrangler,2.4
5971,Modeller,2.3
5972,Data Wrangler,4
5972,Programmer,3.8
5972,Technologist,3.6
5972,Visualiser,3.3
5972,Modeller,2.7
5972,Communicator,1.8
5973,Communicator,5.6
5973,Technologist,4.8
5973,Programmer,4.1
5973,Data Wrangler,3.7
5973,Visualiser,2.6
5973,Modeller,1.4
5974,Programmer,5.7
5974,Communicator,4.4
5974,Technologist,4.1
5974,Modeller,3.7
5974,Data Wrangler,2.9
5974,Visualiser,1.4
5975,Communicator,5.2
5975,Programmer,3.7
5975,Technologist,3.4
5975,Data Wrangler,3.1
5975,Visualiser,2.9
5975,Modeller,2.4
5976,Modeller,5.4
5976,Visualiser,4
5976,Programmer,3.5
5976,Technologist,2.4
5976,Data Wrangler,1.7
5976,Communicator,1.5
5977,Communicator,5.6
5977,Data Wrangler,4.9
5977,Visualiser,4.7
5977,Programmer,4.3
5977,Technologist,3.2
5977,Modeller,1.8
5978,Data Wrangler,5.6
5978,Visualiser,4.2
5978,Communicator,3.8
5978,Modeller,3.6
5978,Programmer,3.4
5978,Technologist,2
5979,Technologist,6.2
5979,Communicator,5.5
5979,Data Wrangler,4
5979,Visualiser,3.7
5979,Modeller,3.4
5979,Programmer,2.3
5980,Data Wrangler,5.5
5980,Visualiser,5.2
5980,Communicator,4.1
5980,Technologist,3.7
5980,Programmer,3.2
5980,Modeller,2.1
5981,Visualiser,5.3
5981,Data Wrangler,4.8
5981,Communicator,4.1
5981,Technologist,3.8
5981,Modeller,2.7
5981,Programmer,2.5
5982,Communicator,5.4
5982,Programmer,4.8
5982,Technologist,4.1
5982,Modeller,3.7
5982,Visualiser,2.6
5982,Data Wrangler,2.2
5983,Data Wrangler,5.6
5983,Communicator,4.9
5983,Visualiser,4
5983,Modeller,2.7
5983,Programmer,2.6
5983,Technologist,1.9
5984,Programmer,5.8
5984,Visualiser,4.4
5984,Communicator,3.6
5984,Data Wrangler,3.2
5984,Modeller,2.6
5984,Technologist,1.7
5985,Technologist,5.3
5985,Data Wrangler,4.8
5985,Communicator,4.1
5985,Visualiser,3.2
5985,Programmer,2.6
5985,Modeller,2.3
5986,Data Wrangler,5.7
5986,Programmer,3.7
5986,Technologist,3.3
5986,Communicator,3.1
5986,Visualiser,2.8
5986,Modeller,1.2
5987,Visualiser,5.4
5987,Programmer,4.8
5987,Data Wrangler,4.5
5987,Technologist,4.1
5987,Communicator,3.4
5987,Modeller,1.4
5988,Communicator,5.4
5988,Technologist,4.2
5988,Data Wrangler,3.6
5988,Modeller,3.4
5988,Programmer,2.2
5988,Visualiser,1.4
5989,Modeller,5.2
5989,Programmer,4
5989,Communicator,3.4
5989,Technologist,3.1
5989,Data Wrangler,2.7
5989,Visualiser,1.7
5990,Communicator,5.6
5990,Technologist,4.1
5990,Modeller,3.8
5990,Programmer,2.8
5990,Visualiser,2.2
5990,Data Wrangler,1.7
5991,Visualiser,6.2
5991,Technologist,4.3
5991,Communicator,3.8
5991,Data Wrangler,2.9
5991,Programmer,2.5
5991,Modeller,1.7
5992,Visualiser,4.6
5992,Modeller,4
5992,Communicator,3.6
5992,Data Wrangler,3.4
5992,Programmer,3.1
5992,Technologist,2.9
5993,Technologist,4.5
5993,Modeller,4
5993,Communicator,3.6
5993,Data Wrangler,2.5
5993,Visualiser,2.4
5993,Programmer,2
5994,Technologist,5.2
5994,Visualiser,4
5994,Data Wrangler,3.6
5994,Programmer,2.9
5994,Modeller,2.6
5994,Communicator,2
5995,Programmer,4.6
5995,Visualiser,4.4
5995,Communicator,4
5995,Technologist,3.5
5995,Data Wrangler,2.3
5995,Modeller,1.8
5996,Visualiser,4.3
5996,Data Wrangler,3.4
5996,Communicator,3.1
5996,Modeller,2.9
5996,Technologist,2.5
5996,Programmer,2.2
5997,Visualiser,5.6
5997,Modeller,4.8
5997,Technologist,4.3
5997,Programmer,2.8
5997,Data Wrangler,1.8
5997,Communicator,1.4
5998,Communicator,5.4
5998,Technologist,5.1
5998,Visualiser,4.2
5998,Programmer,3.8
5998,Data Wrangler,3.4
5998,Modeller,3
5999,Data Wrangler,5
5999,Technologist,4.3
5999,Modeller,4
5999,Visualiser,3.1
5999,Communicator,2.6
5999,Programmer,2.4
6000,Communicator,3.4
6000,Data Wrangler,3.2
6000,Visualiser,3.1
6000,Modeller,2.5
6000,Technologist,2.2
6000,Programmer,1.4
6001,Modeller,4.6
6001,Communicator,3.4
6001,Technologist,3.1
6001,Visualiser,2.6
6001,Programmer,2.1
6001,Data Wrangler,1.3
6002,Visualiser,5.1
6002,Communicator,4.6
6002,Programmer,4
6002,Data Wrangler,3.5
6002,Modeller,2.9
6002,Technologist,2.4
6003,Technologist,4.3
6003,Modeller,4
6003,Programmer,3.7
6003,Communicator,2.9
6003,Data Wrangler,2.6
6003,Visualiser,2
6004,Data Wrangler,5
6004,Communicator,4.2
6004,Visualiser,4
6004,Programmer,3.7
6004,Modeller,2.4
6004,Technologist,2.3
6005,Modeller,5.2
6005,Data Wrangler,4.8
6005,Programmer,3.9
6005,Technologist,3.5
6005,Visualiser,2.6
6005,Communicator,2.3
6006,Data Wrangler,5.5
6006,Programmer,4
6006,Communicator,3.1
6006,Modeller,2.5
6006,Technologist,2.4
6006,Visualiser,2.2
6007,Technologist,5.6
6007,Data Wrangler,4.4
6007,Visualiser,4.1
6007,Programmer,3.4
6007,Communicator,1.6
6007,Modeller,0.8
6008,Programmer,6.7
6008,Communicator,5.3
6008,Data Wrangler,4.8
6008,Visualiser,3
6008,Technologist,1.7
6008,Modeller,1.4
6009,Modeller,4.2
6009,Visualiser,3.8
6009,Technologist,3.2
6009,Data Wrangler,3
6009,Programmer,2.6
6009,Communicator,2.1
6010,Data Wrangler,5.3
6010,Programmer,4.5
6010,Technologist,3.6
6010,Visualiser,2.9
6010,Communicator,2.6
6010,Modeller,2.1
6011,Communicator,5.6
6011,Modeller,4.9
6011,Programmer,4.7
6011,Data Wrangler,3.7
6011,Technologist,3
6011,Visualiser,2.3
6012,Programmer,5.6
6012,Modeller,4.2
6012,Communicator,3.6
6012,Visualiser,3.1
6012,Technologist,2.6
6012,Data Wrangler,2.2
6013,Visualiser,5
6013,Technologist,3.4
6013,Data Wrangler,2.7
6013,Communicator,2.2
6013,Modeller,2.1
6013,Programmer,1.7
6014,Programmer,6.1
6014,Modeller,4.9
6014,Data Wrangler,4.5
6014,Communicator,3.7
6014,Technologist,3.5
6014,Visualiser,3
6015,Programmer,5.9
6015,Modeller,4.9
6015,Technologist,4.7
6015,Visualiser,3.7
6015,Communicator,3
6015,Data Wrangler,2
6016,Communicator,5
6016,Data Wrangler,4.8
6016,Programmer,4
6016,Modeller,3.4
6016,Visualiser,3
6016,Technologist,2.1
6017,Technologist,5.6
6017,Data Wrangler,5.1
6017,Programmer,4.3
6017,Communicator,3.7
6017,Modeller,3.2
6017,Visualiser,2.6
6018,Data Wrangler,6.4
6018,Programmer,4.4
6018,Communicator,3.8
6018,Visualiser,3.3
6018,Technologist,2.8
6018,Modeller,2.4
6019,Programmer,5
6019,Technologist,4.3
6019,Data Wrangler,3.4
6019,Visualiser,3
6019,Modeller,2.2
6019,Communicator,1.8
6020,Visualiser,4.9
6020,Data Wrangler,4.6
6020,Technologist,4.2
6020,Communicator,3.6
6020,Programmer,3.1
6020,Modeller,1.4
6021,Communicator,6
6021,Visualiser,4.8
6021,Modeller,4
6021,Technologist,3.5
6021,Data Wrangler,3
6021,Programmer,2.5
6022,Visualiser,4.3
6022,Data Wrangler,4
6022,Communicator,3.6
6022,Modeller,3.4
6022,Programmer,3.1
6022,Technologist,2.1
6023,Data Wrangler,5.1
6023,Modeller,4.2
6023,Technologist,2.7
6023,Programmer,2.2
6023,Communicator,1.9
6023,Visualiser,1.2
6024,Modeller,5.4
6024,Visualiser,4.3
6024,Data Wrangler,3.6
6024,Communicator,3.2
6024,Technologist,3
6024,Programmer,2.5
6025,Programmer,6
6025,Technologist,5.3
6025,Modeller,4.9
6025,Communicator,4.1
6025,Visualiser,3.5
6025,Data Wrangler,2.8
6026,Communicator,5
6026,Modeller,4.2
6026,Data Wrangler,3.9
6026,Technologist,3.2
6026,Visualiser,2.8
6026,Programmer,2.4
6027,Programmer,5.5
6027,Modeller,4.8
6027,Data Wrangler,4.4
6027,Communicator,3.9
6027,Visualiser,3.4
6027,Technologist,3
6028,Technologist,4.8
6028,Data Wrangler,4.4
6028,Programmer,3.1
6028,Visualiser,2.9
6028,Communicator,2.6
6028,Modeller,2.4
6029,Visualiser,6.2
6029,Data Wrangler,4
6029,Modeller,3.4
6029,Technologist,3
6029,Communicator,2.7
6029,Programmer,2.3
6030,Communicator,4.8
6030,Programmer,4.5
6030,Visualiser,4
6030,Modeller,3.4
6030,Technologist,3.2
6030,Data Wrangler,2.8
6031,Communicator,5.2
6031,Data Wrangler,4.9
6031,Programmer,4.5
6031,Modeller,3.2
6031,Technologist,3
6031,Visualiser,2.4
6032,Modeller,5.2
6032,Technologist,4.5
6032,Programmer,4
6032,Communicator,3.6
6032,Data Wrangler,2.9
6032,Visualiser,2
6033,Data Wrangler,5.9
6033,Technologist,5.2
6033,Communicator,4.7
6033,Programmer,4.3
6033,Modeller,3.7
6033,Visualiser,2.4
6034,Communicator,5.4
6034,Programmer,4.9
6034,Modeller,4.5
6034,Visualiser,3.8
6034,Data Wrangler,3.4
6034,Technologist,1.9
6035,Communicator,5
6035,Programmer,4.6
6035,Modeller,3.8
6035,Data Wrangler,3.1
6035,Visualiser,2.3
6035,Technologist,1.6
6036,Modeller,5.8
6036,Communicator,5.1
6036,Programmer,4.4
6036,Visualiser,4.1
6036,Data Wrangler,3.2
6036,Technologist,2.5
6037,Data Wrangler,4.5
6037,Visualiser,4.3
6037,Technologist,3.8
6037,Modeller,3.2
6037,Programmer,2.8
6037,Communicator,2.1
6038,Data Wrangler,5.6
6038,Communicator,4.9
6038,Visualiser,4.3
6038,Technologist,3.7
6038,Programmer,3.4
6038,Modeller,2.7
6039,Modeller,5.4
6039,Communicator,4.8
6039,Data Wrangler,4.5
6039,Technologist,4.2
6039,Visualiser,3.4
6039,Programmer,2.9
6040,Communicator,5.4
6040,Visualiser,4.4
6040,Data Wrangler,4
6040,Modeller,3.4
6040,Programmer,3.2
6040,Technologist,2.2
6041,Visualiser,4.2
6041,Programmer,3.5
6041,Modeller,2.5
6041,Technologist,2.4
6041,Communicator,2.1
6041,Data Wrangler,1.7
6042,Data Wrangler,5.5
6042,Programmer,4.5
6042,Visualiser,4
6042,Technologist,3.3
6042,Communicator,2.7
6042,Modeller,1.8
6043,Data Wrangler,4.9
6043,Technologist,4.5
6043,Visualiser,4.1
6043,Communicator,3.6
6043,Modeller,2.9
6043,Programmer,2.5
6044,Technologist,4.9
6044,Communicator,3.6
6044,Programmer,3
6044,Visualiser,2.8
6044,Data Wrangler,1.9
6044,Modeller,1.5
6045,Programmer,5.3
6045,Technologist,5
6045,Modeller,4.1
6045,Communicator,3.7
6045,Data Wrangler,3.3
6045,Visualiser,2.3
6046,Visualiser,4.8
6046,Technologist,3.9
6046,Communicator,3.6
6046,Data Wrangler,2.8
6046,Programmer,2.6
6046,Modeller,2
6047,Data Wrangler,5.9
6047,Technologist,4.4
6047,Programmer,4
6047,Visualiser,2.9
6047,Modeller,2.6
6047,Communicator,2.3
6048,Modeller,5.6
6048,Data Wrangler,5.1
6048,Visualiser,4.7
6048,Technologist,2.6
6048,Communicator,2.4
6048,Programmer,1.3
6049,Programmer,5.9
6049,Visualiser,4.5
6049,Communicator,3.2
6049,Technologist,2.9
6049,Modeller,2.6
6049,Data Wrangler,2.3
6050,Visualiser,5.3
6050,Programmer,4.4
6050,Technologist,3.6
6050,Data Wrangler,3.2
6050,Communicator,2.2
6050,Modeller,2
6051,Technologist,4.1
6051,Modeller,3.8
6051,Communicator,3.4
6051,Programmer,3.1
6051,Visualiser,2.8
6051,Data Wrangler,2.1
6052,Programmer,5
6052,Communicator,4.6
6052,Technologist,4
6052,Data Wrangler,2.9
6052,Modeller,2.7
6052,Visualiser,1.7
6053,Communicator,5
6053,Technologist,4.3
6053,Data Wrangler,4
6053,Programmer,3.7
6053,Modeller,3.2
6053,Visualiser,1.6
6054,Programmer,4.7
6054,Data Wrangler,4
6054,Communicator,3.6
6054,Visualiser,3.3
6054,Technologist,2.8
